sample_step,avg_loss,time,lr,cond
367360,1.931918,1768490247.612,0.0002,Y
368000,1.996604,1768490269.664,0.0002,Y
368640,1.924025,1768490292.092,0.0002,Y
369280,1.886121,1768490314.349,0.0002,Y
369920,1.957143,1768490336.226,0.0002,Y
370560,1.934891,1768490358.278,0.0002,Y
371200,1.890915,1768490379.888,0.0002,Y
371840,1.947347,1768490401.950,0.0002,Y
372480,1.972895,1768490423.254,0.0002,Y
373120,1.908354,1768490445.279,0.0002,Y
373760,1.980197,1768490466.757,0.0002,Y
374400,1.945957,1768490488.625,0.0002,Y
375040,1.975286,1768490510.722,0.0002,Y
375680,1.937120,1768490532.742,0.0002,Y
376320,1.910550,1768490554.453,0.0002,Y
376960,1.951798,1768490576.154,0.0002,Y
377600,1.909510,1768490597.966,0.0002,Y
378240,1.966095,1768490619.682,0.0002,Y
378880,1.972276,1768490641.685,0.0002,Y
379520,2.013413,1768490663.614,0.0002,Y
380160,1.790251,1768490686.029,0.0002,Y
380800,1.960188,1768490707.333,0.0002,Y
381440,1.914593,1768490729.083,0.0002,Y
382080,1.903292,1768490750.914,0.0002,Y
382720,1.880366,1768490772.856,0.0002,Y
383360,1.921287,1768490794.846,0.0002,Y
384000,1.926073,1768490817.132,0.0002,Y
384640,1.940723,1768490839.222,0.0002,Y
385280,1.893609,1768490861.169,0.0002,Y
